0,0.59,0,0,0,0,0,0,0,0.41,0,0,0
0.41,0,0,0,0.11,0,0,0,0,0,0.48,0,0
0.23,0,0,0.30,0.26,0.10,0,0.06,0.05,0,0,0,0
0,0,0,0,0.24,0,0,0,0,0.67,0,0,0.09
0,0.46,0.34,0.13,0,0.07,0,0,0,0,0,0,0
0,0,0.18,0,0,0,0,0,0,0.82,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0.38,0,0,0.19,0,0,0,0,0,0,0.34,0.09,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0
